;z_simulated_optimal;z_ml_optimal;z_simulated_non_optimal;z_ml_non_optimal;difference_optimals;difference;p_value;reject_null_hypothesis
HIRING_SAMPLE_SIZE;0.044158531615749876;0.0024677113843608795;-0.00269909400047101;-0.0006699743454284465;0.041690820231388995;-4.370066746479706;1.2420856432187522e-05;yes
LABOR_MARKET;0.07903841617040626;0.0113414214840076;-0.0048310509213181;-0.003079153211899755;0.06769699468639866;-4.476295114570616;7.594948391158314e-06;yes
LOAN_PAYMENT_TO_PERMANENT_INCOME;0.04048392574207101;0.005052756818877116;-0.0024744917247966547;-0.0013718044434537216;0.035431168923193895;-4.006587285747628;6.160236643067352e-05;yes
MARKUP;0.0;-0.000956366787710784;0.0;0.0002596499804743907;0.000956366787710784;-4.285173121120261;1.8259694230835344e-05;yes
MAX_LOAN_TO_VALUE;0.04048392574207067;0.001774466764162235;-0.0024744917247966334;-0.0004817610423578934;0.03870945897790844;-4.090361131606863;4.307020320042343e-05;yes
MUNICIPAL_EFFICIENCY_MANAGEMENT;-0.009067273973500151;-0.0035036229188866027;0.0005542173585872511;0.0009512204249496465;-0.005563651054613548;-3.6444215510858315;0.00026799386095099697;yes
NEIGHBORHOOD_EFFECT;-0.7383740497508394;-0.006956241344551212;0.045131504477422625;0.0018885933219957719;-0.7314178084062882;-4.028539291624566;5.6124481640565586e-05;yes
OFFER_SIZE_ON_PRICE;0.0;-0.0026836481167310444;0.0;0.0007286003550325098;0.0026836481167310444;-4.412298253365979;1.0227908497555421e-05;yes
PCT_DISTANCE_HIRING;-0.05937631032146513;-0.013256028415026374;0.0036292475553324917;0.003598961781849269;-0.046120281906438756;-2.095651537289531;0.036113113846372634;yes
PERCENTAGE_ACTUAL_POP;-1.3914970829413995;-0.9831376910994531;0.08505222637648814;0.2669181798428512;-0.40835939184194636;-2.7220599733092214;0.006487636756975225;yes
PERCENTAGE_ENTERING_ESTATE_MARKET;-0.09131480240119814;-0.021531069347463728;0.0055814182728594845;0.005845604224466569;-0.06978373305373442;-1.6853781754108137;0.0919156316118552;no
PERCENT_CONSTRUCTION_FIRMS;-0.07055995032602268;-0.003633507440964005;0.004312823175931091;0.0009864835834601257;-0.06692644288505867;-4.0870773419999775;4.3684152218348885e-05;yes
POLICY_COEFFICIENT;-0.024316580936068106;-0.006859386562879253;0.0014862980107342417;0.0018622976138836398;-0.017457194373188854;-1.463088306655696;0.14344321709661176;no
POLICY_DAYS;-0.28829833445235137;-0.06062922527045927;0.01762160733671211;0.016460606282289836;-0.2276691091818921;-1.0754482278176671;0.28217409945174743;no
POLICY_QUANTILE;-0.25427654058175636;-0.028701244906282373;0.015542099338106867;0.007792279880033651;-0.225575295675474;-1.4229501250850674;0.1547506139711091;no
PRIVATE_TRANSIT_COST;-2.8911078269624467e-15;-0.003983267961180581;0.0;0.0010814422472853304;0.00398326796117769;-3.7948015831675797;0.00014776157585484864;yes
PRODUCTIVITY_EXPONENT;0.05158926625147888;0.0013778511465727926;-0.0031532814593578104;-0.0003740813962419962;0.050211415104906086;-4.214860258576551;2.4993289492321438e-05;yes
PRODUCTIVITY_MAGNITUDE_DIVISOR;-0.05615833435424399;-0.004387008126107288;0.0034325557883130376;0.0011910561812562713;-0.0517713262281367;-2.4052491888502048;0.01616144142226166;yes
PUBLIC_TRANSIT_COST;-0.08885074097640103;-0.03879325296407837;0.00543080788885577;0.010532222052987634;-0.050057488012322654;-1.3695320164528089;0.17083303393818494;no
SIZE_MARKET;-0.007227302016829933;0.0006738982921024243;0.00044175308294888054;-0.0001829608477006297;-0.007901200308932358;-4.2286636575937155;2.3508348059994267e-05;yes
STICKY_PRICES;1.4455539150300318e-15;-0.0005313867336767691;4.336661745090095e-15;0.00014426949644745184;0.0005313867336782147;-4.454045435163656;8.426725579099645e-06;yes
TAX_ESTATE_TRANSACTION;0.05158926625169247;0.0012333082101651787;-0.0031532814593624335;-0.00033483853342316264;0.05035595804152729;-4.229166263951777;2.345589542841462e-05;yes
TOTAL_DAYS;-0.11764382813717009;-0.044367473893352855;0.007190722585889488;0.012045602038268143;-0.07327635424381723;-1.5702763197271792;0.11635084080155993;no
